station,valid,lon,lat,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar
ZGGG,2020-10-20 13:30,113.3008,23.3964,71.60,57.20,60.44,10.00,11.66,0.00,30.06,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,ZGGG 201330Z 01006MPS CAVOK 22/14 Q1018 NOSIG
ZBAA,2020-10-20 13:30,116.5870,40.0741,50.00,46.40,87.37,110.00,3.89,0.00,30.00,M,2.80,M,NSC,M,M,M,M,M,M,M,BR,M,M,M,M,M,M,M,ZBAA 201330Z 11002MPS 4500 BR NSC 10/08 Q1016 NOSIG
ZBTJ,2020-10-20 13:30,117.3462,39.1243,62.60,41.00,45.04,200.00,9.72,0.00,30.03,M,3.11,M,NSC,M,M,M,M,M,M,M,HZ,M,M,M,M,M,M,M,ZBTJ 201330Z 20005MPS 170V230 5000 HZ NSC 17/05 Q1017 NOSIG
ZYTL,2020-10-20 13:30,121.6333,38.9000,64.40,48.20,55.63,190.00,7.78,0.00,30.15,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,ZYTL 201330Z 19004MPS 150V260 CAVOK 18/09 Q1021 NOSIG
ZYTX,2020-10-20 13:30,123.4000,41.8000,60.80,42.80,51.45,180.00,7.78,0.00,30.06,M,4.35,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,ZYTX 201330Z 18004MPS 7000 NSC 16/06 Q1018 NOSIG
ZSHC,2020-10-20 13:30,120.1667,30.2333,60.80,55.40,82.37,80.00,1.94,0.00,30.18,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,ZSHC 201330Z 08001MPS CAVOK 16/13 Q1022 NOSIG
ZSSS,2020-10-20 13:30,121.3363,31.1979,66.20,53.60,63.82,0.00,0.00,0.00,30.18,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,ZSSS 201330Z 00000MPS CAVOK 19/12 Q1022 NOSIG
ZSPD,2020-10-20 13:30,121.7667,31.1167,62.60,57.20,82.50,330.00,3.89,0.00,30.18,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,ZSPD 201330Z 33002MPS CAVOK 17/14 Q1022 NOSIG
ZWWW,2020-10-20 13:30,87.4742,43.9071,51.80,23.00,32.17,260.00,5.83,0.00,30.18,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,ZWWW 201330Z 26003MPS CAVOK 11/M05 Q1022 NOSIG
ZBAD,2020-10-20 13:30,116.4106,39.5092,53.60,50.00,87.56,M,1.94,0.00,30.00,M,2.17,M,NSC,M,M,M,M,M,M,M,BR,M,M,M,M,M,M,M,ZBAD 201330Z VRB01MPS 3500 BR NSC 12/10 Q1016 NOSIG
ZMUB,2020-10-20 14:00,106.7666,47.8431,15.80,8.60,72.73,290.00,3.89,0.00,30.09,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,8.67,ZMUB 201400Z 29002MPS CAVOK M09/M13 Q1019 NOSIG RMK QFE656.8 75
ZGHA,2020-10-20 14:00,112.8667,28.2333,60.80,57.20,87.92,350.00,9.72,0.00,30.24,M,3.73,M,SCT,M,M,M,4000.00,M,M,M,M,M,M,M,M,M,M,M,ZGHA 201400Z 35005MPS 6000 SCT040 16/14 Q1024 NOSIG
ZBYN,2020-10-20 14:00,112.5500,37.7833,50.00,39.20,66.27,M,1.94,0.00,30.15,M,3.11,M,NSC,M,M,M,M,M,M,M,HZ,M,M,M,M,M,M,M,COR ZBYN 201400Z VRB01MPS 5000 HZ NSC 10/04 Q1021 BECMG TL1540 33006MPS
ZGGG,2020-10-20 14:00,113.3008,23.3964,71.60,57.20,60.44,10.00,9.72,0.00,30.03,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,ZGGG 201400Z 01005MPS CAVOK 22/14 Q1017 NOSIG
ZGKL,2020-10-20 14:00,110.3000,25.3333,64.40,57.20,77.45,10.00,3.89,0.00,30.21,M,6.21,M,SCT,OVC,M,M,3600.00,5000.00,M,M,M,M,M,M,M,M,M,M,ZGKL 201400Z 01002MPS 330V040 9999 SCT036 OVC050 18/14 Q1023 NOSIG
ZGOW,2020-10-20 14:00,116.6833,23.4000,77.00,64.40,65.12,350.00,7.78,0.00,29.97,M,6.21,M,BKN,M,M,M,4300.00,M,M,M,M,M,M,M,M,M,M,M,ZGOW 201400Z 35004MPS 320V020 9999 BKN043 25/18 Q1015 NOSIG
ZHHH,2020-10-20 14:00,114.1300,30.6200,60.80,57.20,87.92,250.00,3.89,0.00,30.21,M,3.73,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,ZHHH 201400Z 25002MPS 200V300 6000 NSC 16/14 Q1023 NOSIG
ZJHK,2020-10-20 14:00,110.4590,19.9349,75.20,69.80,83.32,60.00,7.78,0.00,29.97,M,6.21,M,FEW,SCT,M,M,2300.00,3000.00,M,M,M,M,M,M,M,M,M,M,ZJHK 201400Z 06004MPS 9999 FEW023 SCT030 24/21 Q1015 NOSIG
ZJSY,2020-10-20 14:00,109.4123,18.3029,77.00,69.80,78.48,360.00,3.89,0.00,29.91,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,ZJSY 201400Z 36002MPS 320V050 CAVOK 25/21 Q1013 NOSIG
ZUGY,2020-10-20 14:00,106.7333,26.5833,50.00,48.20,93.50,20.00,5.83,0.00,30.33,M,4.97,M,SCT,BKN,OVC,M,800.00,1500.00,3300.00,M,M,M,M,M,M,M,M,M,ZUGY 201400Z 02003MPS 8000 SCT008 BKN015 OVC033 10/09 Q1027 NOSIG
ZGSZ,2020-10-20 14:00,114.1000,22.5500,75.20,60.80,60.90,360.00,11.66,0.00,30.00,M,6.21,M,FEW,M,M,M,4000.00,M,M,M,M,M,M,M,M,M,M,M,ZGSZ 201400Z 36006MPS 9999 FEW040 24/16 Q1016 NOSIG
ZHCC,2020-10-20 14:00,113.6500,34.7167,60.80,50.00,67.54,210.00,3.89,0.00,30.15,M,3.11,M,NSC,M,M,M,M,M,M,M,HZ,M,M,M,M,M,M,M,ZHCC 201400Z 21002MPS 170V250 5000 HZ NSC 16/10 Q1021 NOSIG
ZGNN,2020-10-20 14:00,108.2167,22.6333,68.00,57.20,68.35,350.00,5.83,0.00,30.12,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,ZGNN 201400Z 35003MPS CAVOK 20/14 Q1020 NOSIG
ZBAA,2020-10-20 14:00,116.5870,40.0741,50.00,48.20,93.50,100.00,3.89,0.00,30.00,M,2.80,M,NSC,M,M,M,M,M,M,M,BR,M,M,M,M,M,M,M,ZBAA 201400Z 10002MPS 4500 BR NSC 10/09 Q1016 NOSIG
ZBHH,2020-10-20 14:00,111.6833,40.8167,37.40,12.20,34.96,310.00,15.55,0.00,30.24,M,6.21,27.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,27.60,ZBHH 201400Z 31008G14MPS 260V350 CAVOK 03/M11 Q1024 NOSIG
ZBSJ,2020-10-20 14:00,114.6973,38.2807,57.20,48.20,71.83,310.00,5.83,0.00,30.00,M,1.86,M,NSC,M,M,M,M,M,M,M,BR,M,M,M,M,M,M,M,ZBSJ 201400Z 31003MPS 3000 BR NSC 14/09 Q1016 NOSIG
ZBTJ,2020-10-20 14:00,117.3462,39.1243,62.60,41.00,45.04,190.00,5.83,0.00,30.03,M,3.11,M,NSC,M,M,M,M,M,M,M,HZ,M,M,M,M,M,M,M,ZBTJ 201400Z 19003MPS 160V230 5000 HZ NSC 17/05 Q1017 NOSIG
ZYTL,2020-10-20 14:00,121.6333,38.9000,64.40,48.20,55.63,200.00,11.66,0.00,30.12,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,ZYTL 201400Z 20006MPS CAVOK 18/09 Q1020 NOSIG
ZYTX,2020-10-20 14:00,123.4000,41.8000,60.80,39.20,44.76,180.00,7.78,0.00,30.06,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,ZYTX 201400Z 18004MPS CAVOK 16/04 Q1018 NOSIG
ZLLL,2020-10-20 14:00,103.7500,36.0200,33.80,19.40,55.14,330.00,3.89,0.00,30.42,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,29.65,ZLLL 201400Z 33002MPS CAVOK 01/M07 Q1030 NOSIG
ZLXY,2020-10-20 14:00,108.7516,34.4471,55.40,50.00,81.99,230.00,3.89,0.00,30.24,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,ZLXY 201400Z 23002MPS CAVOK 13/10 Q1024 NOSIG
ZSAM,2020-10-20 14:00,118.0833,24.4833,73.40,60.80,64.69,50.00,7.78,0.00,29.97,M,6.21,M,BKN,M,M,M,4300.00,M,M,M,M,M,M,M,M,M,M,M,ZSAM 201400Z 05004MPS 9999 BKN043 23/16 Q1015 NOSIG
ZPPP,2020-10-20 14:00,102.6833,25.0167,48.20,48.20,100.00,40.00,13.61,0.00,30.36,M,3.11,M,SCT,SCT,OVC,M,300.00,1600.00,3000.00,M,-RA BR,M,M,M,M,M,M,42.15,ZPPP 201400Z 04007MPS 5000 -RA BR SCT003 SCT016 OVC030 09/09 Q1028 NOSIG
ZSFZ,2020-10-20 14:00,119.2833,26.0833,71.60,55.40,56.63,20.00,13.61,0.00,30.06,M,6.21,M,BKN,M,M,M,4300.00,M,M,M,M,M,M,M,M,M,M,M,ZSFZ 201400Z 02007MPS 9999 BKN043 22/13 Q1018 NOSIG
ZSHC,2020-10-20 14:00,120.1667,30.2333,60.80,57.20,87.92,M,1.94,0.00,30.15,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,ZSHC 201400Z VRB01MPS CAVOK 16/14 Q1021 NOSIG
ZSNB,2020-10-20 14:00,121.4619,29.8267,59.00,57.20,93.74,300.00,3.89,0.00,30.15,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,ZSNB 201400Z 30002MPS CAVOK 15/14 Q1021 NOSIG
ZSOF,2020-10-20 14:00,117.2984,31.7800,59.00,55.40,87.83,360.00,1.94,0.00,30.15,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,ZSOF 201400Z 36001MPS CAVOK 15/13 Q1021 NOSIG
ZSQD,2020-10-20 14:00,120.3333,36.0667,64.40,51.80,63.60,180.00,7.78,0.00,30.18,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,ZSQD 201400Z 18004MPS CAVOK 18/11 Q1022 NOSIG
ZSSS,2020-10-20 14:00,121.3363,31.1979,66.20,53.60,63.82,M,1.94,0.00,30.18,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,ZSSS 201400Z VRB01MPS CAVOK 19/12 Q1022 NOSIG
ZUCK,2020-10-20 14:00,106.4800,29.5200,59.00,53.60,82.25,290.00,3.89,0.00,30.36,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,ZUCK 201400Z 29002MPS 260V330 CAVOK 15/12 Q1028 NOSIG
ZSNJ,2020-10-20 14:00,118.8667,31.7333,62.60,55.40,77.29,70.00,3.89,0.00,30.15,M,4.97,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,ZSNJ 201400Z 07002MPS 8000 NSC 17/13 Q1021 NOSIG
ZSPD,2020-10-20 14:00,121.7667,31.1167,62.60,57.20,82.50,310.00,3.89,0.00,30.18,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,ZSPD 201400Z 31002MPS CAVOK 17/14 Q1022 NOSIG
ZUUU,2020-10-20 14:00,104.0167,30.6667,59.00,55.40,87.83,190.00,3.89,0.00,30.36,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,ZUUU 201400Z 19002MPS 130V240 CAVOK 15/13 Q1028 NOSIG
ZWWW,2020-10-20 14:00,87.4742,43.9071,51.80,23.00,32.17,250.00,5.83,0.00,30.18,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,ZWWW 201400Z 25003MPS CAVOK 11/M05 Q1022 NOSIG
ZYCC,2020-10-20 14:00,125.2167,43.9000,59.00,37.40,44.47,200.00,9.72,0.00,29.97,M,3.73,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,ZYCC 201400Z 20005MPS 6000 NSC 15/03 Q1015 NOSIG
ZYHB,2020-10-20 14:00,126.5800,46.0200,57.20,41.00,54.60,180.00,9.72,0.00,29.88,M,3.73,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,ZYHB 201400Z 18005MPS 6000 NSC 14/05 Q1012 NOSIG
ZWSH,2020-10-20 14:00,75.9833,39.4667,55.40,17.60,22.41,M,1.94,0.00,30.27,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,ZWSH 201400Z VRB01MPS CAVOK 13/M08 Q1025 NOSIG
ZBAD,2020-10-20 14:00,116.4106,39.5092,51.80,48.20,87.47,M,1.94,0.00,30.00,M,2.17,M,NSC,M,M,M,M,M,M,M,BR,M,M,M,M,M,M,M,ZBAD 201400Z VRB01MPS 3500 BR NSC 11/09 Q1016 NOSIG
ZSHC,2020-10-20 14:30,120.1667,30.2333,62.60,57.20,82.50,0.00,0.00,0.00,30.15,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,ZSHC 201430Z 00000MPS CAVOK 17/14 Q1021 NOSIG
ZSSS,2020-10-20 14:30,121.3363,31.1979,66.20,55.40,68.15,30.00,3.89,0.00,30.15,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,ZSSS 201430Z 03002MPS CAVOK 19/13 Q1021 NOSIG
ZSPD,2020-10-20 14:30,121.7667,31.1167,64.40,57.20,77.45,330.00,7.78,0.00,30.15,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,ZSPD 201430Z 33004MPS CAVOK 18/14 Q1021 NOSIG
ZWWW,2020-10-20 14:30,87.4742,43.9071,51.80,21.20,29.82,250.00,3.89,0.00,30.18,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,ZWWW 201430Z 25002MPS CAVOK 11/M06 Q1022 NOSIG
ZBAD,2020-10-20 14:30,116.4106,39.5092,51.80,48.20,87.47,M,1.94,0.00,30.00,M,2.17,M,NSC,M,M,M,M,M,M,M,BR,M,M,M,M,M,M,M,ZBAD 201430Z VRB01MPS 3500 BR NSC 11/09 Q1016 NOSIG
ZMUB,2020-10-20 14:30,106.7666,47.8431,10.40,5.00,78.35,M,1.94,0.00,30.09,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,ZMUB 201430Z VRB01MPS CAVOK M12/M15 Q1019 NOSIG RMK QFE656.8 72
ZBYN,2020-10-20 14:30,112.5500,37.7833,48.20,39.20,70.88,M,1.94,0.00,30.15,M,3.11,M,NSC,M,M,M,M,M,M,M,HZ,M,M,M,M,M,M,M,ZBYN 201430Z VRB01MPS 5000 HZ NSC 09/04 Q1021 NOSIG
ZGGG,2020-10-20 14:30,113.3008,23.3964,71.60,57.20,60.44,360.00,7.78,0.00,30.03,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,ZGGG 201430Z 36004MPS CAVOK 22/14 Q1017 NOSIG
ZBAA,2020-10-20 14:30,116.5870,40.0741,50.00,48.20,93.50,M,1.94,0.00,29.97,M,2.80,M,NSC,M,M,M,M,M,M,M,BR,M,M,M,M,M,M,M,ZBAA 201430Z VRB01MPS 4500 BR NSC 10/09 Q1015 NOSIG
ZBTJ,2020-10-20 14:30,117.3462,39.1243,62.60,42.80,48.28,190.00,7.78,0.00,30.00,M,3.11,M,NSC,M,M,M,M,M,M,M,HZ,M,M,M,M,M,M,M,ZBTJ 201430Z 19004MPS 5000 HZ NSC 17/06 Q1016 NOSIG
ZYTL,2020-10-20 14:30,121.6333,38.9000,64.40,48.20,55.63,190.00,9.72,0.00,30.12,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,ZYTL 201430Z 19005MPS 150V210 CAVOK 18/09 Q1020 NOSIG
ZYTX,2020-10-20 14:30,123.4000,41.8000,60.80,37.40,41.71,190.00,7.78,0.00,30.06,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,ZYTX 201430Z 19004MPS CAVOK 16/03 Q1018 NOSIG
ZGHA,2020-10-20 15:00,112.8667,28.2333,60.80,57.20,87.92,360.00,7.78,0.00,30.21,M,3.73,M,SCT,M,M,M,3000.00,M,M,M,M,M,M,M,M,M,M,M,ZGHA 201500Z 36004MPS 6000 SCT030 16/14 Q1023 NOSIG
ZBYN,2020-10-20 15:00,112.5500,37.7833,46.40,39.20,75.84,M,1.94,0.00,30.15,M,2.80,M,NSC,M,M,M,M,M,M,M,HZ,M,M,M,M,M,M,M,ZBYN 201500Z VRB01MPS 4500 HZ NSC 08/04 Q1021 BECMG TL1640 33006MPS
ZGGG,2020-10-20 15:00,113.3008,23.3964,71.60,57.20,60.44,360.00,7.78,0.00,30.03,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,ZGGG 201500Z 36004MPS CAVOK 22/14 Q1017 NOSIG
ZGKL,2020-10-20 15:00,110.3000,25.3333,62.60,57.20,82.50,330.00,1.94,0.00,30.21,M,6.21,M,SCT,OVC,M,M,3300.00,5000.00,M,M,M,M,M,M,M,M,M,M,ZGKL 201500Z 33001MPS 9999 SCT033 OVC050 17/14 Q1023 NOSIG
ZGOW,2020-10-20 15:00,116.6833,23.4000,75.20,62.60,64.91,M,1.94,0.00,29.97,M,6.21,M,BKN,M,M,M,5000.00,M,M,M,M,M,M,M,M,M,M,M,ZGOW 201500Z VRB01MPS 9999 BKN050 24/17 Q1015 NOSIG
ZHHH,2020-10-20 15:00,114.1300,30.6200,60.80,57.20,87.92,250.00,3.89,0.00,30.21,M,3.73,M,NSC,M,M,M,M,M,M,M,-RA,M,M,M,M,M,M,M,ZHHH 201500Z 25002MPS 210V280 6000 -RA NSC 16/14 Q1023 NOSIG
ZJHK,2020-10-20 15:00,110.4590,19.9349,73.40,69.80,88.51,50.00,5.83,0.00,29.97,M,6.21,M,FEW,M,M,M,2300.00,M,M,M,M,M,M,M,M,M,M,M,ZJHK 201500Z 05003MPS 9999 FEW023 23/21 Q1015 NOSIG
ZJSY,2020-10-20 15:00,109.4123,18.3029,77.00,69.80,78.48,M,1.94,0.00,29.91,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,ZJSY 201500Z VRB01MPS CAVOK 25/21 Q1013 NOSIG
ZUGY,2020-10-20 15:00,106.7333,26.5833,50.00,48.20,93.50,10.00,3.89,0.00,30.33,M,4.97,M,SCT,BKN,OVC,M,800.00,1600.00,3300.00,M,M,M,M,M,M,M,M,M,ZUGY 201500Z 01002MPS 8000 SCT008 BKN016 OVC033 10/09 Q1027 NOSIG
ZGSZ,2020-10-20 15:00,114.1000,22.5500,75.20,60.80,60.90,20.00,11.66,0.00,30.00,M,6.21,M,FEW,M,M,M,4300.00,M,M,M,M,M,M,M,M,M,M,M,ZGSZ 201500Z 02006MPS 9999 FEW043 24/16 Q1016 NOSIG
ZHCC,2020-10-20 15:00,113.6500,34.7167,59.00,50.00,72.01,200.00,3.89,0.00,30.15,M,3.11,M,NSC,M,M,M,M,M,M,M,HZ,M,M,M,M,M,M,M,ZHCC 201500Z 20002MPS 160V240 5000 HZ NSC 15/10 Q1021 NOSIG
ZGNN,2020-10-20 15:00,108.2167,22.6333,66.20,57.20,72.74,350.00,7.78,0.00,30.12,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,ZGNN 201500Z 35004MPS CAVOK 19/14 Q1020 NOSIG
ZBAA,2020-10-20 15:00,116.5870,40.0741,55.40,48.20,76.66,290.00,7.78,0.00,30.00,M,3.11,M,NSC,M,M,M,M,M,M,M,BR,M,M,M,M,M,M,M,ZBAA 201500Z 29004MPS 270V330 5000 BR NSC 13/09 Q1016 NOSIG
ZBHH,2020-10-20 15:00,111.6833,40.8167,35.60,14.00,40.63,330.00,11.66,0.00,30.24,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,26.73,ZBHH 201500Z 33006MPS CAVOK 02/M10 Q1024 BECMG TL1630 03004MPS
ZBSJ,2020-10-20 15:00,114.6973,38.2807,55.40,48.20,76.66,M,1.94,0.00,30.00,M,1.68,M,NSC,M,M,M,M,M,M,M,BR,M,M,M,M,M,M,M,ZBSJ 201500Z VRB01MPS 2700 BR NSC 13/09 Q1016 NOSIG
ZBTJ,2020-10-20 15:00,117.3462,39.1243,60.80,42.80,51.45,200.00,7.78,0.00,30.00,M,3.11,M,NSC,M,M,M,M,M,M,M,HZ,M,M,M,M,M,M,M,ZBTJ 201500Z 20004MPS 5000 HZ NSC 16/06 Q1016 NOSIG
ZYTL,2020-10-20 15:00,121.6333,38.9000,64.40,50.00,59.50,200.00,9.72,0.00,30.12,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,ZYTL 201500Z 20005MPS 160V260 CAVOK 18/10 Q1020 NOSIG
ZYTX,2020-10-20 15:00,123.4000,41.8000,60.80,33.80,36.16,180.00,7.78,0.00,30.06,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,ZYTX 201500Z 18004MPS CAVOK 16/01 Q1018 NOSIG
ZLLL,2020-10-20 15:00,103.7500,36.0200,33.80,19.40,55.14,330.00,3.89,0.00,30.42,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,29.65,ZLLL 201500Z 33002MPS CAVOK 01/M07 Q1030 NOSIG
ZLXY,2020-10-20 15:00,108.7516,34.4471,53.60,48.20,81.87,200.00,3.89,0.00,30.24,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,ZLXY 201500Z 20002MPS CAVOK 12/09 Q1024 NOSIG
ZSAM,2020-10-20 15:00,118.0833,24.4833,73.40,60.80,64.69,30.00,3.89,0.00,29.97,M,6.21,M,BKN,M,M,M,4000.00,M,M,M,M,M,M,M,M,M,M,M,ZSAM 201500Z 03002MPS 9999 BKN040 23/16 Q1015 NOSIG
ZPPP,2020-10-20 15:00,102.6833,25.0167,48.20,48.20,100.00,40.00,13.61,0.00,30.39,M,3.11,M,SCT,SCT,OVC,M,300.00,1600.00,3000.00,M,-RA BR,M,M,M,M,M,M,42.15,ZPPP 201500Z 04007MPS 5000 -RA BR SCT003 SCT016 OVC030 09/09 Q1029 NOSIG
ZSFZ,2020-10-20 15:00,119.2833,26.0833,71.60,55.40,56.63,10.00,9.72,0.00,30.03,M,6.21,M,BKN,M,M,M,3600.00,M,M,M,M,M,M,M,M,M,M,M,ZSFZ 201500Z 01005MPS 9999 BKN036 22/13 Q1017 NOSIG
ZSHC,2020-10-20 15:00,120.1667,30.2333,62.60,57.20,82.50,0.00,0.00,0.00,30.15,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,ZSHC 201500Z 00000MPS CAVOK 17/14 Q1021 NOSIG
ZSNB,2020-10-20 15:00,121.4619,29.8267,62.60,59.00,88.00,210.00,1.94,0.00,30.15,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,ZSNB 201500Z 21001MPS CAVOK 17/15 Q1021 NOSIG
ZSOF,2020-10-20 15:00,117.2984,31.7800,59.00,55.40,87.83,0.00,0.00,0.00,30.15,M,4.97,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,ZSOF 201500Z 00000MPS 8000 NSC 15/13 Q1021 NOSIG
ZSQD,2020-10-20 15:00,120.3333,36.0667,62.60,51.80,67.75,180.00,5.83,0.00,30.15,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,ZSQD 201500Z 18003MPS CAVOK 17/11 Q1021 NOSIG
ZSSS,2020-10-20 15:00,121.3363,31.1979,66.20,55.40,68.15,30.00,3.89,0.00,30.15,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,ZSSS 201500Z 03002MPS 360V070 CAVOK 19/13 Q1021 NOSIG
ZUCK,2020-10-20 15:00,106.4800,29.5200,59.00,53.60,82.25,M,1.94,0.00,30.36,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,ZUCK 201500Z VRB01MPS CAVOK 15/12 Q1028 NOSIG
ZSNJ,2020-10-20 15:00,118.8667,31.7333,60.80,59.00,93.79,350.00,1.94,0.00,30.15,M,5.59,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,ZSNJ 201500Z 35001MPS 9000 NSC 16/15 Q1021 NOSIG
ZSPD,2020-10-20 15:00,121.7667,31.1167,64.40,57.20,77.45,340.00,7.78,0.00,30.15,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,ZSPD 201500Z 34004MPS CAVOK 18/14 Q1021 NOSIG
ZUUU,2020-10-20 15:00,104.0167,30.6667,57.20,53.60,87.74,190.00,5.83,0.00,30.36,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,ZUUU 201500Z 19003MPS 150V210 CAVOK 14/12 Q1028 NOSIG
ZWWW,2020-10-20 15:00,87.4742,43.9071,53.60,21.20,27.91,230.00,3.89,0.00,30.18,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,ZWWW 201500Z 23002MPS 190V250 CAVOK 12/M06 Q1022 NOSIG
ZYCC,2020-10-20 15:00,125.2167,43.9000,57.20,39.20,50.91,200.00,11.66,0.00,29.97,M,3.11,M,FEW,M,M,M,3000.00,M,M,M,HZ,M,M,M,M,M,M,M,ZYCC 201500Z 20006MPS 5000 HZ FEW030 14/04 Q1015 NOSIG
ZYHB,2020-10-20 15:00,126.5800,46.0200,55.40,42.80,62.46,180.00,9.72,0.00,29.88,M,3.73,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,ZYHB 201500Z 18005MPS 6000 NSC 13/06 Q1012 NOSIG
ZWSH,2020-10-20 15:00,75.9833,39.4667,53.60,17.60,23.93,330.00,5.83,0.00,30.27,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,ZWSH 201500Z 33003MPS CAVOK 12/M08 Q1025 NOSIG
ZBAD,2020-10-20 15:00,116.4106,39.5092,51.80,48.20,87.47,190.00,1.94,0.00,29.97,M,2.17,M,NSC,M,M,M,M,M,M,M,BR,M,M,M,M,M,M,M,ZBAD 201500Z 19001MPS 3500 BR NSC 11/09 Q1015 NOSIG
ZMUB,2020-10-20 15:00,106.7666,47.8431,10.40,5.00,78.35,180.00,3.89,0.00,30.09,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,2.38,ZMUB 201500Z 18002MPS CAVOK M12/M15 Q1019 NOSIG RMK QFE656.9 80
ZMUB,2020-10-20 15:30,106.7666,47.8431,8.60,5.00,84.93,M,1.94,0.00,30.09,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,ZMUB 201530Z VRB01MPS CAVOK M13/M15 Q1019 NOSIG RMK QFE656.9 79
